,tconst,tLabel,Location,Scene,geocodedLocation,latitude,longitude
1691,tt1092026,Paul,"Rio Grande Gorge Bridge, Taos, New Mexico, USA",,"Rio Grande Gorge Bridge, Taos County, New Mexico, 87577, United States of America",36.476254499999996,-105.73295320000001
1692,tt1092026,Paul,"Zia Pueblo, New Mexico, USA",(Big Chief Gas Station),"Zia Pueblo, Sandoval County, New Mexico, United States of America",35.523806,-106.72352625685669
1696,tt1092026,Paul,"Downtown, San Diego, California, USA",(street scenes),"Embassy Suites San Diego Bay Downtown, West G Street, Marina District, Banker's Hill, San Diego, San Diego County, California, 92101, United States of America",32.712128750000005,-117.17049355
1697,tt1092026,Paul,"California, USA",,"California, United States of America",36.7014631,-118.75599740000001
1703,tt4575576,Christopher Robin,"Royal Hospital Chelsea, London, England, UK",(Young Christopher Robin's Boarding School),"Royal Hospital, Royal Hospital Road, City of Westminster, London, Greater London, England, SW3 4HW, United Kingdom",51.48709375,-0.1586739012452613
1709,tt0062407,Two for the Road,"Saint-Tropez, Var, France",,"Saint-Tropez, Draguignan, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83990, France",43.272719099999996,6.6405225
1710,tt0062407,Two for the Road,"French Riviera, Alpes-Maritimes, France",,"Riviera Française, La Giandola de Breil, Breil-sur-Roya, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06540, France",43.952749,7.479413793610824
1718,tt0371724,The Hitchhiker's Guide to the Galaxy,"Tenerife, Canary Islands, Spain",,"Tenerife, La Orotava, Santa Cruz de Tenerife, Canarias, España",28.2935785,-16.621447121144122
1722,tt0371724,The Hitchhiker's Guide to the Galaxy,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
1723,tt0371724,The Hitchhiker's Guide to the Galaxy,"Wales, UK",,"Cymru / Wales, United Kingdom",52.2928116,-3.7389300000000003
1725,tt0371724,The Hitchhiker's Guide to the Galaxy,"Stage 7, Elstree Studios, Borehamwood, Hertfordshire, England, UK",(party where Arthur meets Tricia),"Elstree Studios, Shenley Road, Elstree and Borehamwood, Hertsmere, Hertfordshire, East of England, England, WD6 1JG, United Kingdom",51.65705205,-0.2675206399488197
1726,tt0371724,The Hitchhiker's Guide to the Galaxy,"Stage 2, Elstree Studios, Borehamwood, Hertfordshire, England, UK",(George Lucas Stage),"Elstree Studios, Shenley Road, Elstree and Borehamwood, Hertsmere, Hertfordshire, East of England, England, WD6 1JG, United Kingdom",51.65705205,-0.2675206399488197
1727,tt0168366,Pokémon,"Setagaya, Tokyo, Japan","(OLM, Inc.)","世田谷区, 東京都, 日本 (Japan)",35.646096,139.65627
1730,tt0102492,My Girl,"Sanford, Florida, USA",,"Sanford, Seminole County, Florida, United States of America",28.8117297,-81.2680345
1732,tt0102492,My Girl,"Orlando, Florida, USA",,"Orlando, Orange County, Florida, United States of America",28.5421109,-81.3790304
1737,tt0262150,Black Books,"Leigh Street, Bloomsbury, London, England, UK","(the shop was Collinge & Clark, some outside filming as well)","Leigh Street, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 9EP, United Kingdom",51.526438399999996,-0.1253098
1750,tt1411697,The Hangover Part II,"Bangkok, Thailand",,"กรุงเทพมหานคร, เขตพระนคร, กรุงเทพมหานคร, 10200, ประเทศไทย",13.754252900000001,100.493087
1751,tt0138097,Shakespeare in Love,"Barnes, London, England, UK",(River Scenes),"Barnes, London Borough of Richmond upon Thames, London, Greater London, England, SW13 0BP, United Kingdom",51.4718962,-0.23874410000000001
1754,tt0138097,Shakespeare in Love,"Spitalfields, London, England, UK",,"Spitalfields, London Borough of Tower Hamlets, London, Greater London, England, E1 6EW, United Kingdom",51.519527399999994,-0.0751701
1756,tt7734218,Stuber,"Atlanta, Georgia, USA",,"Atlanta, Georgia, United States of America",33.749098700000005,-84.39018490000001
1771,tt0120746,The Mask of Zorro,"Durango, Mexico",,"Durango, México",24.833333,-104.833333
1774,tt0120746,The Mask of Zorro,"Tetlapayac, Hidalgo, Mexico",,"Tetlapayac, 50, Apan, Hidalgo, México",19.669455499999998,-98.376013
1775,tt0120746,The Mask of Zorro,"Orlando, Florida, USA",,"Orlando, Orange County, Florida, United States of America",28.5421109,-81.3790304
1777,tt0126886,Election,"5011 Cass Street, Omaha, Nebraska, USA",(Jim and Diane's house),"5011, Cass Street, Omaha, Douglas County, Nebraska, 68132, United States of America",41.26314069387755,-95.99065273469387
1778,tt0126886,Election,"Memorial Park, Omaha, Nebraska, USA",(where the Immaculate Heart soccer team plays),"Memorial Park, Omaha, Douglas County, Nebraska, United States of America",41.26228285000001,-96.00272779883963
1782,tt0126886,Election,"3539 Hascall St, Omaha, Nebraska, USA",(Tracy Flick's House - DELETED SCENE),"3539, Hascall Street, South Omaha, Omaha, Douglas County, Nebraska, 68105, United States of America",41.2282706122449,-95.96486263265308
1785,tt0126886,Election,"Henry Doorly Zoo - 3701 S. 10th Street, Omaha, Nebraska, USA",(location),"Henry Doorly Zoo and Aquarium, 3701, South 10th Street, South Omaha, Omaha, Douglas County, Nebraska, 68107, United States of America",41.22547365,-95.92673175697232
1787,tt0126886,Election,"National Mall, Washington, District of Columbia, USA",,"National Mall, Washington, District of Columbia, United States of America",38.8854281,-77.0414734922376
1788,tt0126886,Election,"Washington, District of Columbia, USA",,"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
1789,tt0151738,Never Been Kissed,"Navy Pier - 600 E. Grand Avenue, Near North Side, Chicago, Illinois, USA",,"Navy Pier, 600, East Grand Avenue, Near North Side, Chicago, Cook County, Illinois, 60611, United States of America",41.89179985,-87.60414466382959
1790,tt0151738,Never Been Kissed,"Chicago, Illinois, USA",(Boystown),"Chicago, Cook County, Illinois, United States of America",41.875561600000005,-87.6244212
1791,tt0151738,Never Been Kissed,"Monrovia, California, USA",,"Monrovia, Los Angeles County, California, United States of America",34.1483499,-118.0014517
1795,tt0151738,Never Been Kissed,"4526 Wilshire Blvd, Los Angeles, California, USA",(Prom exteriors),"Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024-3990, United States of America",34.0584002,-118.4453576
1798,tt7661046,Dollface,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1799,tt0065314,Mary Tyler Moore,"Lake of the Isles, Minneapolis, Minnesota, USA",,"Lake of the Isles, South Upton Avenue, Bryn Mawr, Near North, Minneapolis, Hennepin County, Minnesota, 55403:55408, United States of America",44.95692505,-93.3093684323607
1800,tt0065314,Mary Tyler Moore,"1600 6th St. S., Minneapolis, Minnesota, USA",(Seasons 6-7),"1600, 6th Street South, Marcy-Holmes, Phillips, Minneapolis, Hennepin County, Minnesota, 55454, United States of America",44.968628,-93.24941
1802,tt0065314,Mary Tyler Moore,"Minneapolis, Minnesota, USA",,"Minneapolis, Hennepin County, Minnesota, United States of America",44.9772995,-93.2654692
1803,tt9620292,Promising Young Woman,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1804,tt0283111,National Lampoon's Van Wilder,"Vancouver, British Columbia, Canada",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
1805,tt0283111,National Lampoon's Van Wilder,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1809,tt6511932,The Beach Bum,"Miami, Florida, USA",,"Miami, Miami-Dade County, Florida, United States of America",25.7742658,-80.1936589
1810,tt6511932,The Beach Bum,USA,,United States,39.7837304,-100.4458825
1811,tt9792884,Psych 2: Lassie Come Home,"Vancouver, British Columbia, Canada",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
1812,tt0191397,The Replacements,"Baltimore, Maryland, USA",,"Baltimore, Maryland, United States of America",39.2908816,-76.610759
1819,tt0298148,Shrek 2,"Los Angeles, California, USA",(Far Far Away Kingdom),"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1830,tt0128445,Rushmore,"Baytown, Texas, USA",,"Baytown, Harris County, Texas, United States of America",29.735504700000003,-94.97742740000001
1833,tt0128445,Rushmore,"219 East 11th Street, Houston, Texas, USA",(Barber shop),"219, East 11th Street, Houston Heights, Houston, Harris County, Texas, 77008, United States of America",29.790803571428572,-95.39611148979591
1834,tt0128445,Rushmore,"108 Emerald Court, Houston, Texas, USA",(Max's house),"108, Emerald Court, Houston, Harris County, Texas, 77009, United States of America",29.791476673469386,-95.370267
1837,tt0095690,Mystic Pizza,"Mystic, Connecticut, USA",,"Mystic, Stonington, New London County, Connecticut, United States of America",41.354265600000005,-71.96646199999999
1838,tt0095690,Mystic Pizza,"Stonington, Connecticut, USA",,"Stonington, New London County, Connecticut, United States of America",41.33593270000001,-71.9059042
1840,tt0095690,Mystic Pizza,"Rhode Island, USA",,"Rhode Island, United States of America",41.7962409,-71.59923719999999
1843,tt0095690,Mystic Pizza,"187 Mechanic Street, Pawcatuck, Connecticut, USA",(Daisy and Kat's house),"187, Mechanic Street, Pawcatuck, New London County, Connecticut, 06379, United States of America",41.36767677791414,-71.83703837065042
1844,tt0095690,Mystic Pizza,"730 State Pier Road, New London, Connecticut, USA",(Church),"730, State Pier Road, Williams Memorial Park Historic District, East New London, New London, New London County, Connecticut, 06320, United States of America",41.363302600000004,-72.10074200000001
1845,tt0095690,Mystic Pizza,"15 Riverview Avenue, Noank, Connecticut, USA",(Ferriera Lobsters),"15, Riverview Avenue, Noank, Groton, New London County, Connecticut, 06340, United States of America",41.324573,-71.985918
1846,tt4651520,Bad Moms,"New Orleans, Louisiana, USA",,"New Orleans, Orleans Parish, Louisiana, United States of America",29.949932300000004,-90.0701156
1850,tt9544034,The Family Man,"Kashmir, India",(Filming City),"Kashmir, Sheo Tehsil, Barmer, Rajasthan, India",26.264420299999998,71.6027498
1852,tt0255653,Tortilla Soup,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1856,tt0259446,My Big Fat Greek Wedding,"Harbourfront Centre, Toronto, Ontario, Canada",(bridge where Toula and Ian take a walk),"Harbourfront Centre, Amsterdam Bridge, Spadina—Fort York, Old Toronto, Toronto, Peel, Golden Horseshoe, Ontario, M5J 2N5, Canada",43.638537899999996,-79.38190815989405
1864,tt1068242,Footloose,"Dallas, Georgia, USA",,"Dallas, Paulding County, Georgia, United States of America",33.9237141,-84.8407732
10,tt0407265,Transamerica,"Wickenburg, Arizona, USA",,"Wickenburg, Maricopa County, Arizona, United States of America",33.968096200000005,-112.73013529999999
20,tt0073707,Sholay,"Bangalore, Karnataka, India",(outskirts),"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",12.979119800000001,77.5912997
25,tt0338512,Two Brothers,Thailand,,ประเทศไทย,14.8971921,100.83273
27,tt2368672,Minuscule - La vallée des fourmis perdues,"Ecrins National Park, France",,"Ecrins, D 109, Molanès, Uvernet-Fours, Barcelonnette, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04400, France",44.360616,6.615424723322332
32,tt1072755,Minutemen,"Salt Lake City, Utah, USA",,"Salt Lake City, Salt Lake County, Utah, United States of America",40.759619799999996,-111.88679750000001
34,tt4126568,Open Water 3: Cage Dive,"Sydney, New South Wales, Australia",,"Sydney, New South Wales, Australia",-33.8548157,151.2164539
42,tt7095482,El reino,"Andorra la Vella, Andorra",(Manuel and Fernando discussing about Andorran banks),"Andorra la Vella, AD500, Andorra",42.506939100000004,1.5212466999999998
46,tt7350790,Bounty Hunters,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
58,tt5340882,Zoombies,"Arcadia, California, USA",(location),"Arcadia, Los Angeles County, California, United States of America",34.136207500000005,-118.0401497
62,tt0093991,Slave Girls from Beyond Infinity,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
90,tt0079117,Escape to Athena,"Kalithea Spa, Rhodes, Greece",(German prison camp),"Sunwing Resort and Spa Kalithea, Καλλιθέας, Καλλιθέα, Ρόδος, Δήμος Ρόδου, Περιφερειακή Ενότητα Ρόδου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 85100, Ελλάδα",36.4062023,28.22728091652168
93,tt0079117,Escape to Athena,Greece,,Ελλάς,38.995368299999996,21.987713199999998
123,tt5798078,Dimension 404,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
137,tt1129445,Amelia,"Niagara Region, Ontario, Canada",,"Niagara Region, Golden Horseshoe, Ontario, Canada",43.0631891,-79.30980890000001
162,tt0090729,Biggles,"Cranfield, Bedfordshire, England, UK",,"Cranfield, Central Bedfordshire, East of England, England, MK43 0BS, United Kingdom",52.0690205,-0.6079317
182,tt0299981,Highlander: The Source,"Vilnius, Vilnius County, Lithuania",,"Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva",54.6870458,25.2829111
197,tt0475464,Los hombres de Paco,"Níjar, Almería, Andalucía, Spain",,"Níjar, Almería, Andalucía, España",36.962894,-2.2063758
227,tt0120479,Warriors of Virtue,"Beijing, China",,"北京市, 东城区, 北京市, 100010, China 中国",39.906217,116.3912757
255,tt0128886,Night Man,"Lougheed Mall, Burnaby, British Columbia, Canada",,"Lougheed Town Centre, Truck Loading Zone, Sullivan Heights, Burnaby, Metro Vancouver Regional District, British Columbia, V3J 1N0, Canada",49.25109285,-122.89561845230484
256,tt0128886,Night Man,"Vancouver, British Columbia, Canada",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
290,tt0772193,Primeval,"Bergville, KwaZulu-Natal, South Africa",,"Bergville, Okhahlamba Local Municipality, Uthukela District Municipality, KwaZulu-Natal, South Africa",-28.731111,29.351667
297,tt1369845,Wizards of Waverly Place: The Movie,Puerto Rico,,"Puerto Rico, Orocovis, Puerto Rico, United States of America",18.2214149,-66.41328179513847
335,tt0052902,The Horse Soldiers,"Alexandria, Louisiana, USA",,"Alexandria, Rapides Parish, Louisiana, United States of America",31.311248,-92.4449087
364,tt0302674,Gerry,"Death Valley National Park, California, USA",,"Death Valley National Park, Inyo County, California, 92328, United States of America",36.4914385,-117.10229360771878
389,tt1193126,Locke & Key,"Pennsylvania, USA",,"Pennsylvania, United States of America",40.9699889,-77.72788309999999
425,tt0974583,Lake Placid 2,Bulgaria,,Бългaрия,42.6073975,25.4856617
440,tt0115195,Gulliver's Travels,"Cogges Manor, Witney, Oxfordshire, England, UK",(Gulliver's home exteriors),"Cogges, West Oxfordshire, Oxfordshire, South East, England, United Kingdom",51.78110265,-1.4718337018741712
463,tt0395119,Alatriste,"Santa Cruz de Mudela, Ciudad Real, Castilla-La Mancha, Spain",,"Santa Cruz de Mudela, Sierra Morena, Ciudad Real, Castilla-La Mancha, 13730, España",38.641986200000005,-3.4666934
480,tt0080934,The Island,"Antigua, Antigua and Barbuda",,"Antigua, Saint George, Antigua and Barbuda",17.0855891,-61.79456028639201
481,tt0080934,The Island,"Miami, Florida, USA",,"Miami, Miami-Dade County, Florida, United States of America",25.7742658,-80.1936589
492,tt0099575,Fire Birds,"Superstition Mountains, Arizona, USA",,"Superstition Mountains, Pinal County, Arizona, United States of America",33.4286606,-111.41818559999999
505,tt2236126,Power Rangers Megaforce,"Auckland, New Zealand",,"Auckland, 1010, New Zealand",-36.852095,174.76318030000002
506,tt0096149,Space Mutiny,South Africa,,South Africa,-28.816623600000003,24.991639000000003
527,tt0115319,Power Rangers Zeo,"Mammoth Mountain, California, USA",,"Mammoth Mountain, Mammoth Lakes, Mono County, California, United States of America",37.6307692,-119.03263419999999
536,tt0800003,Delta Farce,"El Mirage Dry Lake, California, USA",,"El Mirage Dry Lake, Alegre Lane, San Bernardino County, California, United States of America",34.6424366,-117.59821798766576
554,tt0098194,The Return of the Musketeers,"Studios Eclair, Epinay-sur-Seine, Seine-Saint-Denis, France",(as Sonaudi Epinay),"Studios d'Épinay, Chemin de Halage, Centre-Ville, Épinay-sur-Seine, Saint-Denis, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93800, France",48.95242405000001,2.3083411936274523
559,tt1386925,The Dead,Burkina Faso,,Burkina Faso,12.075308300000001,-1.6880313999999998
561,tt1376460,Transmorphers: Fall of Man,"Eagle Mountain, California, USA",,"Eagle Mountain, Riverside County, California, United States of America",33.857513700000005,-115.4872075
567,tt0083366,Zorro: The Gay Blade,Mexico,,"Ciudad de México, 06060, México",19.4326296,-99.1331785
569,tt6814214,Skammerens datter II: Slangens gave,Czech Republic,(location),Česko,49.816700299999994,15.4749544
580,tt0063970,100 Rifles,"Villamanta, Madrid, Spain",(Train wreck station),"Villamanta, Sierra Oeste, Comunidad de Madrid, España",40.2990939,-4.1090399
584,tt0366450,Five Children and It,Isle of Man,,Isle of Man,54.2358167,-4.514598745698255
601,tt1068912,Ice Road Truckers,"Dalton Highway, Alaska, USA",,"Dalton Highway, Unorganized Borough, Alaska, United States of America",65.87865529999999,-149.718187
621,tt0080180,Zulu Dawn,South Africa,,South Africa,-28.816623600000003,24.991639000000003
622,tt3086386,The Scorpion King 4: Quest for Power,"Rasnov, Romania",,"Râșnov, Brașov, 505400, România",45.590957700000004,25.465599899999997
623,tt3086386,The Scorpion King 4: Quest for Power,"Snagov, Romania",,"Snagov, Ilfov, 77165, România",44.70749779999999,26.1728656
625,tt5303442,In Like Flynn,"Mount Tamborine, Queensland, Australia",,"Mount Tamborine, Scenic Rim Regional, Queensland, 4272, Australia",-27.968403499999997,153.19677919999998
627,tt4324274,Batman vs. Robin,"Chicago Illinois, USA",(Gotham City),"Chicago, Cook County, Illinois, United States of America",41.875561600000005,-87.6244212
633,tt0069914,Confessions of a Young American Housewife,"Hudson River, New York, USA",,"Hudson River, Albany, Albany County, New York, 12885, United States of America",42.6340266,-73.7519742
640,tt0120773,The Odd Couple II,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
657,tt7006358,Wolfenstein II: The New Colossus,"Washington, District of Columbia, USA",,"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
659,tt0114048,Operation Dumbo Drop,"Chiang Mai, Thailand",,"เชียงใหม่, จังหวัดเชียงใหม่, 4452, ประเทศไทย",18.790876,98.98804799999999
665,tt0113188,Gold Diggers: The Secret of Bear Mountain,"Janaf, Norfolk, Virginia, USA",,"Janaf, Norfolk, Virginia, 23502, United States of America",36.857291100000005,-76.20814909999999
680,tt6143568,The Humanity Bureau,"Vancouver, British Columbia, Canada",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
683,tt0245428,Selkie,"Fleurieu Peninsula, South Australia, Australia",,"Fleurieu Peninsula, South Australia, Australia",-35.5082015,138.47774189265814
694,tt0073637,Rosebud,Corsica,,"Corse, Vivario, Corte, Haute-Corse, Corse, France métropolitaine, 20219, France",42.18808965,9.068413771427696
710,tt6344664,Code Geass: Fukkatsu No Lelouch,"Washington, USA",,"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
714,tt1659619,L'odyssée,Bahamas,(diving scenes),The Bahamas,24.7736546,-78.0000547
722,tt0098350,Slipstream,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",,"Pinewood Studios, Pinewood Green, Iver, Iver Heath, Buckinghamshire, South East, England, SL0 0QJ, United Kingdom",51.54831515,-0.5346765566753087
729,tt0125454,Paulie,"Toronto, Ontario, Canada",(Downtown),"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
732,tt5707408,Day 5,"Austin, Texas, USA",,"Austin, Travis County, Texas, United States of America",30.2711286,-97.7436995
10,tt0045846,Hyena's van het wilde westen,"Sedona, Arizona, USA",,"Sedona, Coconino County, Arizona, United States of America",34.867959899999995,-111.7617165
20,tt0972658,Hua Mulan,"Beijing, China",,"北京市, 通州区, 北京市, China 中国",39.90206679999999,116.71858300000001
24,tt1570976,Star Wars: The Force Unleashed II,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
25,tt0092944,Eat the Rich,"Oxfordshire, England, UK",,"Oxfordshire, South East, England, United Kingdom",51.833333,-1.25
27,tt0092944,Eat the Rich,"The Street, South Stoke, Oxfordshire, England, UK",(army surplus store),"The Street, Crowmarsh, South Oxfordshire, Oxfordshire, South East, England, OX10 6BH, United Kingdom",51.571672,-1.1211544
32,tt5132854,Polis Evo,"Kuala Lumpur, Malaysia",,"Kuala Lumpur, Malaysia",3.1516964,101.6942371
34,tt0139465,The Minion,Israel,,ישראל,31.531311300000002,34.8667654
36,tt5242684,Tantsy nasmert,"Moscow, Russia",,"Москва, Центральный административный округ, Москва, Центральный федеральный округ, Россия",55.7504461,37.6174943
42,tt0095189,The Further Adventures of Tennessee Buck,Sri Lanka,,ශ්‍රී ලංකාව இலங்கை,7.555494199999999,80.7137847
46,tt3266724,Black Rose,Russia,,Россия,64.6863136,97.7453061
52,tt0114171,The Power Within,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
58,tt5698284,Zarrar,"Durand Line, Pakistan",,"Durand Road, Shimla Hill, Garhi Shahu, Civil Lines, Lahore District, پنجاب, 54010, پاکستان",31.5624863,74.34078819999999
62,tt3505812,The Black Rider: Revelation Road,"Happy, Texas, USA",,"Happy, Swisher County, Texas, United States of America",34.7409157,-101.85720403506384
85,tt4974356,Akhil,"Hyderabad, Telangana, India",,"Hyderabad, Telangana, India",17.38878595,78.46106473453145
93,tt0090630,America 3000,Israel,,ישראל,31.531311300000002,34.8667654
118,tt0444628,Fay Grim,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
137,tt0099039,Angel Town,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
156,tt2236182,Rise of the Zombies,"Downtown, Los Angeles, California, USA",,"Downtown, Los Angeles, Los Angeles County, California, United States of America",34.0428494,-118.24767320000001
162,tt0366526,Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.,"Shiba Park, Minato-ku, Tokyo, Japan",,"芝公園, 田町, 南青山6, 東京都, 港区, 日本 (Japan)",35.65471065,139.7501314456964
182,tt0099564,"Fire, Ice & Dynamite","Engadin, Kanton Graubünden, Switzerland",,"Sils im Engadin/Segl, Maloja, Graubünden/Grigioni/Grischun, Switzerland",46.40073385,9.78721476368516
205,tt0479651,Dasavatharam,USA,,United States,39.7837304,-100.4458825
227,tt0475723,Shinobi,Japan,,日本,36.5748441,139.2394179
255,tt8971476,Chui shao ren,"Jawbone Marine Sanctuary, Williamstown, Victoria, Australia",(Lake Malawi),"Jawbone Marine Sanctuary, Madigan Court, Williamstown, City of Hobsons Bay, Victoria, 3016, Australia",-37.865370299999995,144.8750527808811
256,tt8971476,Chui shao ren,"Melbourne, Australia",,"Melbourne, City of Melbourne, Victoria, 3000, Australia",-37.814217600000006,144.9631608
261,tt8971476,Chui shao ren,"Moorabool Street, Geelong, Victoria, Australia",(car chase sequence),"Moorabool Street, Geelong, City of Greater Geelong, Victoria, 3220, Australia",-38.146218499999996,144.3612328
290,tt0819765,Gau ngao gau,"Bangkok, Thailand",,"กรุงเทพมหานคร, เขตพระนคร, กรุงเทพมหานคร, 10200, ประเทศไทย",13.754252900000001,100.493087
295,tt0095022,The Dirty Dozen: The Fatal Mission,"Zagreb, Croatia",,"Zagreb, Grad Zagreb, Hrvatska",45.813177,15.977048000000002
297,tt1468703,Bear,"Santa Clarita, California, USA",,"Santa Clarita, Los Angeles County, California, United States of America",34.3916641,-118.54258600000001
335,tt0117611,Shadow Builder,"Paris, Ontario, Canada",,"Paris, Brant County, Southwestern Ontario, Ontario, N3L 2M3, Canada",43.193234000000004,-80.384281
338,tt0137799,Ground Control,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
389,tt1075746,I Am Omega,"Oxnard, California, USA",,"Oxnard, Ventura County, California, United States of America",34.1976308,-119.18038179999999
422,tt0049083,Operatie Kajak,"Southsea, Hampshire, England, UK",,"Southsea, Portsmouth, South East, England, PO5 3DU, United Kingdom",50.7888796,-1.0886623
425,tt0049083,Operatie Kajak,"Old Charlton Road, Shepperton, Surrey, England, UK",(Ruddock chased by dog),"Old Charlton Road, Shepperton, Surrey, South East, England, TW17 8BS, United Kingdom",51.3995738,-0.4475222
440,tt1584941,Wickie en de schat van de goden,"England, UK",,"England, United Kingdom",52.795479099999994,-0.5402402866174321
463,tt0078007,The Norseman,"New Port Richey, Florida, USA",,"New Port Richey, Pasco County, Florida, United States of America",28.244176799999998,-82.7192671
480,tt0071318,Chosen Survivors,"Mexico City, Mexico",(studio) (Churubusco Studios),"Ciudad de México, 06060, México",19.4326296,-99.1331785
481,tt2934916,Motylki,"Slavutych, Ukraine",(street scenes),"Славутич, Славутицька міська рада, Київська область, Україна",51.52013970000001,30.756230100000003
492,tt0113633,Bullet to Beijing,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
506,tt0113220,Virtual Combat,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
10,tt2215457,Run,"Brooklyn, New York City, New York, USA",,"Brooklyn, Kings County, New York, United States of America",40.6501038,-73.9495823
20,tt0111552,Cui hua kuang mo,"Prince Georges County, Maryland, USA",,"Prince George's County, Maryland, United States of America",38.803929,-76.85186949999999
24,tt0099987,The Last Samurai,South Africa,,South Africa,-28.816623600000003,24.991639000000003
25,tt0074214,Black Shampoo,"Sunset Strip, West Hollywood, California, USA",,"Sunset Strip, West Hollywood, Los Angeles County, California, United States of America",34.0938564,-118.3767660046168
32,tt3958022,Insomnia,Russia,,Россия,64.6863136,97.7453061
34,tt1797508,The Blue Mauritius,"Acapulco, Mexico",,"Acapulco, Acapulco de Juárez, Guerrero, 39300, México",16.868049499999998,-99.8940182
36,tt0095215,Ghost Town,"Sonoran Desert, Arizona, USA",,"Sonoran Desert, Bates Well Road, Pima County, Arizona, United States of America",32.2598642,-112.92625829999999
42,tt1638317,Gears of War 3,"Paris, France",,"Paris, Île-de-France, France métropolitaine, 75004, France",48.856696899999996,2.3514616000000004
46,tt0071089,99% dood,"Seattle, Washington, USA",,"Seattle, King County, Washington, United States of America",47.6038321,-122.3300624
58,tt0103848,Blue Ice,"Albert Embankment, Lambeth, London, England, UK",(Harry and Stacey walk by the river),"Albert Embankment, Vauxhall, London Borough of Lambeth, London, Greater London, England, SE1, United Kingdom",51.4939493,-0.1211441
62,tt0084611,Ruckus,"Knights Landing, California, USA",,"Knights Landing, Yolo County, California, United States of America",38.79962379999999,-121.71829699999999
85,tt1643247,Star Tours: The Adventures Continue,"West Hollywood, California, USA",,"West Hollywood, Los Angeles County, California, United States of America",34.0923014,-118.36928940000001
90,tt0095252,The Great Escape II: The Untold Story,Yugoslavia,,"Yugoslavia, Parroquia Santa Clara, Municipio José Gregorio Monagas, Anzoátegui, Región Nororiental, Venezuela",8.1939477,-64.5043374
93,tt2364673,Frankenstein Created Bikers,"Decatur, Georgia, USA",(exterior scenes),"Decatur, DeKalb County, Georgia, United States of America",33.7737582,-84.29606899999999
123,tt6910178,Dissidents: A Star Wars Story,"Livonia, Louisiana, USA",,"Livonia, Pointe Coupee Parish, Louisiana, 70755, United States of America",30.5590803,-91.555945
137,tt0421974,Les chevaliers du ciel,"Farnborough, Hampshire, England, UK",,"Farnborough, Hampshire, South East, England, GU14 7JT, United Kingdom",51.291869299999995,-0.7539836
156,tt0069273,Sitting Target,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
